x,y,score
0.41,0.16,2.58055
0.84,0.69,3.5324
0.73,0.24,2.51645
0.73,0.43,2.5109
0.44,0.44,2.53585
0.6,0.57,2.99345
0.69,0.28,2.48075
0.46,0.07,2.83695
0.15,1.0,1.5282
0.88,0.4,2.2619
0.14,0.11,2.22635
0.0,0.2,1.09305
0.19,0.98,1.65385
0.72,0.41,2.42695
0.9,0.79,3.8702
0.09,0.55,1.39495
0.99,0.1,2.89575
0.96,0.82,3.8995
0.79,0.04,2.99465
0.45,0.69,2.5881
0.78,0.86,3.569
0.07,0.8,1.27115
0.49,0.7,2.6745
0.45,0.39,2.5583
0.27,0.1,2.6504
0.34,0.35,2.30255
0.92,0.52,2.3752
0.54,0.9,2.82845
0.62,0.36,2.536
0.28,0.8,1.9889
0.62,0.96,3.0548
0.38,1.0,2.2897
0.7,0.66,3.29275
0.32,0.96,2.1008
0.38,0.98,2.30935
0.01,0.85,1.0381
0.58,0.5,2.77565
0.55,0.89,2.8627
0.09,0.57,1.38945
0.33,0.83,2.14785
0.12,0.87,1.43915
0.46,0.21,2.52905
0.93,0.64,3.04875
0.05,0.27,1.30135
0.2,0.51,1.78705
0.51,0.84,2.75165
0.77,0.16,2.72135
0.74,0.06,2.94625
0.68,0.59,3.0658
0.64,0.9,3.1451
0.51,1.0,2.6788
0.05,0.16,1.46105
0.05,0.94,1.1915
0.82,0.24,2.55195
0.99,0.53,2.10405
0.29,0.29,2.18025
0.95,0.26,2.547
0.87,0.78,3.81735
0.39,0.14,2.6397
0.8,0.97,3.6196
0.01,0.98,1.0327
0.84,0.67,3.51575
0.89,0.84,3.91745
0.3,0.51,2.1318
0.62,0.02,3.01585
0.79,0.26,2.5102
0.96,0.92,4.11235
0.06,0.06,2.24225
0.5,0.26,2.48315
0.12,0.48,1.50515
0.8,0.13,2.7907
0.41,0.92,2.40555
0.31,0.55,2.1525
0.03,0.57,1.1409
0.21,0.35,1.8878
0.37,0.82,2.30435
0.48,0.69,2.65895
0.7,0.72,3.34395
0.86,0.54,2.6525
0.42,0.33,2.4383
0.8,0.83,3.60975
0.84,0.8,3.75715
0.95,0.24,2.5889
0.0,0.91,0.9975
0.28,0.22,2.25575
0.25,0.6,1.9284
0.86,0.04,3.01985
0.21,0.61,1.796
0.58,0.65,3.0021
0.18,0.92,1.64365
0.79,0.85,3.61585
0.19,0.34,1.8315
0.21,1.0,1.7289
0.34,0.64,2.23985
1.0,0.37,2.3186
0.05,0.21,1.34215
0.49,0.64,2.683
0.72,0.39,2.41775
0.1,0.77,1.3665
0.52,0.92,2.7561
0.43,0.38,2.4597
0.63,0.61,3.0343
0.07,0.03,2.68945
0.12,0.38,1.5445
0.26,0.35,2.05035
0.33,0.5,2.24895
0.31,0.16,2.4899
0.29,0.1,2.63705
1.0,0.99,4.2149
0.92,0.89,3.99335
0.64,0.74,3.1694
0.36,0.46,2.36025
0.91,0.16,2.73615
0.13,0.51,1.53325
0.68,0.06,2.9322
0.12,0.78,1.4422
0.42,0.48,2.4852
0.51,0.64,2.7611
0.78,0.46,2.5698
0.99,0.32,2.42305
0.81,0.71,3.56995
0.22,0.47,1.87935
0.35,0.88,2.2143
0.15,0.77,1.54675
0.9,0.87,3.9278
0.08,0.97,1.29215
0.67,0.16,2.6852
0.54,0.91,2.8145
0.84,0.73,3.65685
0.29,0.95,2.00475
0.4,0.25,2.47025
0.41,0.94,2.39925
0.97,0.77,3.93075
0.62,0.27,2.50965
0.97,0.72,3.6071
0.67,0.1,2.8216
0.61,0.01,3.03885
0.47,0.42,2.6151
0.36,0.07,2.8143
1.0,0.82,4.13295
0.8,0.84,3.62215
0.29,0.72,2.06415
0.38,0.12,2.66905
0.45,0.73,2.5702
0.72,0.72,3.4287
0.04,0.25,1.27125
0.71,0.25,2.5179
0.52,0.88,2.77485
0.07,0.04,2.40765
0.27,0.39,2.0723
0.04,0.48,1.18955
0.87,0.35,2.36595
0.43,0.02,2.9714
0.84,0.03,3.02805
0.56,0.24,2.51555
0.48,0.92,2.6239
0.98,0.97,4.15805
0.5,0.76,2.73615
0.42,0.1,2.76215
0.69,0.76,3.31055
0.58,0.74,2.96985
0.82,0.85,3.69195
0.47,0.61,2.6518
0.71,0.45,2.51715
0.26,0.3,2.09135
0.55,0.1,2.80175
0.61,0.72,3.1005
0.72,0.95,3.38565
0.47,0.13,2.69345
0.68,0.32,2.4932
0.17,0.8,1.64655
0.06,0.45,1.27605
0.4,0.51,2.45135
0.25,0.65,1.91715
0.51,0.33,2.48005
0.17,0.71,1.65455
0.92,0.21,2.6321
0.54,0.73,2.8576
0.71,0.38,2.394
0.14,0.72,1.5062
0.43,0.79,2.4904
0.54,0.74,2.8461
0.27,0.87,1.94495
0.53,0.82,2.79515
0.24,0.9,1.822
0.6,0.58,2.99995
0.4,0.31,2.4059
0.91,0.97,3.9502
0.71,0.64,3.21865
0.99,0.96,4.1968
0.98,0.16,2.76725
0.59,0.22,2.54625
1.0,0.04,3.0404
0.2,0.47,1.8084
0.29,0.41,2.1178
0.2,0.82,1.72815
0.2,0.42,1.83515
0.74,0.29,2.44465
0.92,0.55,2.47265
0.64,0.8,3.13995
1.0,0.94,4.2295
0.16,0.83,1.5589
0.95,0.77,3.7797
0.97,0.42,2.2449
0.1,0.58,1.41445
0.88,0.38,2.33605
0.23,0.05,2.77275
0.88,0.58,2.7039
0.0,0.99,0.99545
0.67,0.75,3.24645
0.2,0.45,1.82015
0.74,0.49,2.72145
0.91,0.2,2.6634
0.89,0.55,2.66305
0.32,0.41,2.2107
0.9,0.78,3.7402
0.92,0.63,2.9946
0.46,0.08,2.80915
0.36,0.72,2.2656
0.25,0.69,1.92935
0.85,0.53,2.504
0.45,0.82,2.56635
0.15,0.51,1.60165
0.28,0.66,2.0308
0.0,0.39,1.0347
0.25,0.74,1.92245
0.94,0.92,4.05825
0.33,0.53,2.2044
0.83,0.92,3.732
0.62,0.84,3.08975
0.67,0.81,3.2456
0.64,0.68,3.15945
0.07,0.74,1.25425
0.82,0.16,2.7145
0.73,0.71,3.3634
0.06,0.78,1.234
0.23,0.42,1.90995
0.21,0.55,1.8319
0.93,0.38,2.27825
0.44,0.56,2.5252
0.41,0.52,2.4981
0.41,0.56,2.4767
0.89,0.31,2.4019
0.8,0.4,2.3528
0.95,0.87,4.08815
0.42,0.68,2.4855
0.11,0.11,2.05445
0.12,0.83,1.4475
0.72,0.32,2.38525
0.04,0.05,2.14205
0.37,0.24,2.41615
0.16,0.12,2.263
0.54,0.8,2.84915
0.53,0.45,2.7306
0.1,0.08,2.31705
0.55,0.37,2.5531
0.58,0.28,2.4917
0.49,0.16,2.6317
0.54,0.65,2.84225
0.7,0.68,3.31975
0.34,0.27,2.33315
0.04,0.62,1.17625
0.64,0.64,3.13405
0.17,0.69,1.64285
0.71,0.61,3.10655
0.88,0.54,2.5425
0.29,0.85,2.0367
0.9,0.45,2.2193
0.5,0.5,2.7192
0.5,0.8,2.70695
0.29,0.97,1.9852
0.21,0.0,2.9712
0.13,0.44,1.5607
0.57,0.18,2.6077
0.49,0.49,2.7169
0.79,0.38,2.4196
0.06,0.76,1.23695
0.36,0.03,2.9221
0.43,0.5,2.4897
0.25,0.31,2.0585
0.73,0.67,3.32265
0.95,0.93,4.08845
0.57,0.03,2.97415
0.71,0.83,3.36245
0.19,0.96,1.6935
0.85,0.56,2.6617
0.27,0.58,2.01905
0.49,0.27,2.46755
0.45,0.77,2.5554
0.02,0.47,1.11255
0.33,0.45,2.24355
0.99,0.55,2.31685
0.41,0.18,2.5685
0.1,0.67,1.39125
0.48,0.87,2.6356
0.42,0.89,2.4501
0.11,0.83,1.39585
0.86,0.05,2.98895
0.83,0.17,2.7135
0.14,0.67,1.53055
0.25,0.91,1.85835
0.82,0.28,2.4543
0.13,0.86,1.4659
0.87,0.02,3.0624
0.75,0.01,3.0634
0.83,0.95,3.7065
0.43,0.04,2.90755
0.68,0.38,2.453
0.68,0.43,2.61045
0.97,0.65,2.9788
0.52,0.16,2.63775
0.18,0.83,1.65115
0.94,0.34,2.3446
0.0,0.24,1.06875
0.53,0.48,2.75145
0.89,0.73,3.78015
0.43,0.19,2.533
0.28,0.43,2.10535
0.17,0.19,1.94295
0.81,0.25,2.54355
0.03,0.09,1.48735
0.73,0.26,2.48955
0.48,0.33,2.4794
0.9,0.48,2.27615
0.58,0.78,2.9595
0.94,0.99,4.0446
0.94,0.44,2.2302
0.08,0.71,1.31055
0.21,0.6,1.8112
0.52,0.57,2.7948
0.99,0.08,2.95305
0.72,0.36,2.424
0.98,0.08,2.95
0.28,0.98,1.96815
0.66,0.55,2.89385
0.67,0.68,3.28655
0.67,0.85,3.2405
0.48,0.32,2.485
0.69,0.3,2.4578
0.77,0.53,2.8503
0.77,0.49,2.5623
0.26,0.7,1.95115
0.79,0.37,2.37235
0.64,0.19,2.60545
0.87,0.41,2.29185
0.59,0.36,2.52015
0.0,0.27,1.05935
0.69,0.94,3.27075
0.76,0.37,2.41555
0.12,0.51,1.51225
0.26,0.83,1.91585
0.47,0.23,2.53375
0.55,1.0,2.8302
0.44,0.52,2.52725
0.18,0.41,1.76865
0.14,0.88,1.51025
0.69,0.82,3.3077
0.07,0.13,1.67205
0.28,0.57,2.0714
0.79,0.35,2.3803
0.99,0.82,4.07405
0.16,0.41,1.67115
0.92,0.41,2.23115
0.23,0.78,1.8321
0.05,0.4,1.2683
0.56,0.87,2.9061
0.4,0.8,2.3878
0.03,0.65,1.1257
0.12,0.2,1.73295
0.71,0.54,2.96475
0.4,0.58,2.4416
0.33,0.51,2.23505
0.59,0.03,2.9676
0.16,0.23,1.83515
0.79,0.5,2.6094
0.16,0.3,1.7309
0.18,0.51,1.72755
0.03,0.94,1.0962
0.47,0.37,2.59205
0.17,0.68,1.63805
0.7,0.08,2.8868
0.0,0.47,1.0209
0.89,0.35,2.3721
0.14,0.75,1.52705
0.53,0.24,2.49585
0.41,0.63,2.44385
0.42,0.52,2.5387
0.93,0.9,4.02955
0.23,0.07,2.6814
0.66,0.97,3.18755
0.47,0.8,2.6182
0.43,0.48,2.53965
0.54,0.99,2.82225
0.95,0.31,2.4258
0.81,0.39,2.3487
0.55,0.26,2.5637
0.17,0.91,1.62285
0.33,0.84,2.1568
0.5,0.27,2.4809
0.28,0.62,2.0576
0.63,0.53,2.8911
0.23,0.87,1.8237
0.07,0.34,1.3643
0.15,0.74,1.568
0.57,0.83,2.91535
0.72,0.42,2.5439
0.06,0.1,1.7462
0.62,1.0,3.0631
0.7,0.4,2.57475
0.68,0.05,2.95295
0.55,0.7,2.88915
0.6,0.44,2.67535
0.76,0.99,3.4905
0.48,0.06,2.8812
0.94,0.59,2.8031
0.38,0.75,2.34005
0.31,0.2,2.39955
0.18,0.89,1.6371
0.22,0.72,1.81
0.47,0.05,2.90175
0.18,0.62,1.67715
0.73,0.9,3.4247
0.27,0.2,2.26965
0.17,0.34,1.76415
0.51,0.61,2.78945
0.52,0.63,2.83205
1.0,0.56,2.2233
0.5,0.66,2.7403
0.76,0.28,2.4495
0.4,0.0,3.0169
0.94,0.64,3.10505
0.94,0.8,3.8459
0.31,0.97,2.0651
0.02,0.19,1.23915
0.13,0.16,1.8619
0.88,0.57,2.69145
0.32,0.57,2.197
0.05,0.39,1.2499
0.58,0.98,2.94665
0.39,0.98,2.3139
0.43,0.0,3.02175
0.68,0.78,3.2839
0.01,0.74,1.0413
0.82,0.21,2.6182
0.53,0.83,2.79365
0.63,0.34,2.5069
0.35,1.0,2.1949
0.3,0.77,2.0882
0.11,0.36,1.51745
0.54,0.76,2.84135
0.63,0.91,3.09185
0.88,0.24,2.55165
0.13,0.53,1.54355
0.36,0.01,2.98005
0.43,0.37,2.4844
0.51,0.89,2.73995
0.52,0.72,2.7863
0.04,0.12,1.49945
0.22,0.35,1.91695
0.73,0.35,2.32895
0.02,1.0,1.06775
0.44,0.74,2.54435
0.81,0.32,2.40065
0.52,0.65,2.8028
0.8,0.77,3.609
0.2,0.5,1.80615
0.02,0.73,1.08555
0.31,0.23,2.30675
0.44,0.88,2.50725
0.47,0.55,2.6337
0.81,0.66,3.3657
0.39,0.44,2.38395
0.37,0.12,2.6754
0.26,0.52,2.0172
0.35,0.97,2.2168
0.67,0.43,2.6055
0.73,0.79,3.437
0.56,0.47,2.69905
0.24,0.21,2.1565
0.12,0.03,2.6973
0.09,0.63,1.36495
0.61,0.95,3.05795
0.43,0.25,2.4768
1.0,0.43,2.2483
0.88,0.28,2.47745
0.21,0.23,2.0318
0.58,0.24,2.49635
0.8,0.67,3.2463
0.88,0.31,2.4157
0.35,0.57,2.2836
0.49,0.11,2.76245
0.0,0.66,1.008
0.86,0.93,3.80005
0.64,0.78,3.1848
0.75,0.72,3.47025
0.72,0.94,3.3689
0.84,0.92,3.756
0.53,0.06,2.8884
0.03,0.5,1.14835
0.75,0.86,3.47765
0.91,0.63,2.8579
0.72,0.87,3.3976
0.35,0.66,2.25565
0.89,0.76,3.8523
0.66,0.53,2.87745
0.42,0.97,2.4212
0.13,0.99,1.4648
0.34,0.49,2.27015
0.95,0.0,3.1306
0.88,0.89,3.87985
0.77,0.48,2.5374
0.68,0.63,3.1055
0.97,0.54,2.36545
0.39,0.85,2.3345
0.76,0.72,3.49595
0.42,0.81,2.45755
0.45,0.83,2.5603
0.03,0.11,1.51845
0.81,0.91,3.64865
0.91,0.24,2.5676
0.54,0.6,2.84755
0.0,0.03,2.04615
0.93,0.07,2.9621
0.58,0.69,2.955
0.84,0.06,2.9573
0.46,0.6,2.6427
0.08,0.16,1.6497
0.08,0.38,1.3887
0.78,0.54,2.8401
0.73,0.77,3.41685
1.0,0.49,2.1609
0.69,0.43,2.50535
0.1,0.32,1.498
0.3,0.37,2.1968
0.78,0.3,2.40785
0.59,0.64,2.97735
0.68,0.07,2.91365
0.56,0.04,2.94625
0.78,0.19,2.6464
0.64,0.05,2.9507
1.0,0.45,2.16605
0.79,0.77,3.58765
0.26,0.17,2.3381
0.98,0.27,2.5142
0.98,0.28,2.50915
0.92,0.04,3.0212
0.8,0.41,2.3564
0.15,0.96,1.54785
0.54,0.67,2.8519
0.7,0.81,3.3161
0.13,0.78,1.4803
0.11,0.02,2.79475
0.58,0.22,2.53985
0.98,0.46,2.1529
0.72,0.24,2.51835
0.11,0.56,1.44005
0.09,0.13,1.8068
0.79,0.91,3.61165
0.29,0.52,2.0765
0.35,0.12,2.6648
0.81,0.13,2.78675
0.59,0.81,2.9943
0.96,0.93,4.10605
0.11,0.59,1.4285
0.86,0.3,2.42495
0.52,0.3,2.53725
0.0,0.01,2.62
0.07,0.94,1.25135
0.78,0.94,3.5548
0.6,0.33,2.4817
0.11,0.15,1.84455
0.22,0.07,2.65305
0.22,0.73,1.8352
0.01,0.81,1.03925
0.23,0.46,1.9305
0.82,0.35,2.36555
0.09,0.21,1.5382
0.45,0.04,2.9175
0.69,0.75,3.2589
0.97,0.5,2.1514
0.64,0.48,2.88955
0.91,0.56,2.582
0.33,0.96,2.15205
0.62,0.62,3.04035
0.49,0.22,2.5542
0.19,0.32,1.8675
0.52,0.39,2.56395
0.94,0.02,3.08445
0.33,0.57,2.20035
0.42,0.34,2.4543
0.5,0.52,2.72015
0.82,0.95,3.68305
0.29,0.71,2.0539
0.72,0.3,2.45925
0.81,0.6,3.04175
0.64,0.25,2.54055
0.16,0.93,1.5569
0.95,0.29,2.48685
0.2,0.11,2.42645
0.31,0.12,2.6148
0.59,0.72,3.02355
0.09,0.88,1.3294
0.77,0.42,2.5141
0.37,0.65,2.33075
0.59,0.84,2.99715
0.85,0.8,3.77815
0.0,0.13,1.20775
0.95,0.28,2.4803
0.09,0.05,2.4488
0.16,0.27,1.77675
0.23,0.65,1.8514
0.54,0.96,2.81645
0.93,0.57,2.71195
0.59,0.21,2.5774
0.75,0.38,2.404
0.88,0.76,3.75705
0.75,0.74,3.48735
0.23,0.74,1.8435
0.63,0.22,2.54585
0.62,0.1,2.8242
0.07,0.2,1.44675
0.57,0.37,2.50005
0.37,0.37,2.34345
1.0,0.34,2.3862
0.59,0.82,3.0006
0.65,0.61,3.08215
0.66,0.29,2.4781
0.21,0.96,1.7572
0.91,0.03,3.04115
0.21,0.92,1.7287
0.1,0.79,1.3834
0.88,0.62,3.015
0.6,0.5,2.7577
0.28,0.47,2.0756
0.37,0.17,2.5409
0.29,0.11,2.63375
0.3,0.33,2.21645
0.06,0.04,2.36195
0.91,0.15,2.7669
0.64,0.6,3.1063
0.58,0.88,2.9285
0.7,0.11,2.81285
0.97,0.84,4.0646
0.59,0.54,2.84665
0.43,0.03,2.93305
0.5,0.47,2.7186
0.39,0.95,2.3521
0.6,0.94,3.02345
0.73,0.42,2.4703
0.04,0.03,2.4393
0.18,0.84,1.65235
0.23,0.38,1.9377
0.15,0.17,1.9365
0.87,0.61,2.79195
0.5,0.53,2.65815
0.99,0.9,4.20905
0.61,0.47,2.75375
0.72,0.2,2.61395
0.82,0.22,2.5861
0.58,1.0,2.92005
0.84,0.84,3.7448
0.48,0.42,2.596
0.25,0.12,2.49975
0.9,0.92,3.9446
0.09,0.56,1.3647
0.74,0.92,3.4558
0.56,0.86,2.90135
0.96,0.13,2.8307
0.62,0.71,3.082
0.34,0.85,2.17745
0.46,0.36,2.5121
0.05,0.97,1.16715
0.71,0.75,3.3337
0.13,0.21,1.72685
0.22,0.77,1.80405
0.62,0.77,3.105
0.84,0.11,2.8394
0.79,0.64,3.1722
1.0,0.28,2.51445
0.53,1.0,2.7837
0.24,0.78,1.87355
0.61,0.05,2.93985
0.11,0.44,1.48575
0.78,0.98,3.5516
0.46,0.38,2.52605
0.3,0.31,2.2189
0.9,0.09,2.9038
0.82,0.77,3.71355
0.1,0.1,2.0783
0.12,0.47,1.5148
0.77,0.51,2.7199
0.65,0.4,2.52125
0.18,0.44,1.7499
0.3,0.98,2.03155
0.95,0.88,4.09535
0.7,0.14,2.7429
0.8,0.58,3.00975
0.91,0.86,3.96945
0.25,0.04,2.8542
0.93,0.43,2.18645
0.55,0.92,2.8459
0.1,0.45,1.448
0.68,0.23,2.52675
0.82,0.76,3.6452
0.73,0.15,2.7118
0.8,0.85,3.6371
0.62,0.76,3.09885
0.9,0.13,2.82105
0.3,0.42,2.1515
0.08,0.54,1.32565
0.52,0.18,2.62045
0.28,0.6,2.0498
0.33,0.08,2.7653
0.23,0.93,1.8127
0.19,0.65,1.7129
0.82,0.43,2.32435
0.76,0.66,3.39065
0.23,1.0,1.8053
0.74,0.62,3.21485
0.47,0.11,2.73935
0.23,0.14,2.37805
0.9,0.15,2.76775
0.96,0.76,3.83265
0.56,0.88,2.90465
0.27,0.73,1.97765
0.48,0.94,2.62875
0.92,0.58,2.67425
0.94,0.67,3.24005
0.02,0.97,1.0684
0.5,0.24,2.51895
0.19,0.51,1.75175
0.54,0.41,2.622
0.21,0.37,1.8976
0.64,0.58,3.0572
0.54,0.63,2.8598
1.0,1.0,4.21
0.86,0.26,2.519
0.9,0.64,3.0928
0.46,0.91,2.56
0.14,0.24,1.77155
0.78,0.71,3.41205
0.67,0.27,2.46025
0.57,0.3,2.4839
0.33,0.24,2.34585
0.12,0.14,1.9426
0.49,0.5,2.6733
0.1,0.48,1.4353
0.81,0.27,2.4798
0.25,0.94,1.9082
0.48,0.95,2.6245
0.91,0.17,2.7315
0.95,0.1,2.88935
0.29,0.32,2.17865
0.45,0.7,2.5729
0.52,0.97,2.7266
0.03,0.17,1.34225
0.4,0.08,2.7914
0.38,0.31,2.35305
0.44,0.18,2.56845
0.31,0.54,2.1509
0.9,0.39,2.23905
0.46,0.43,2.5768
0.83,0.54,2.4665
0.12,0.01,2.89695
0.56,0.58,2.8802
0.73,0.07,2.91505
0.47,0.7,2.6251
0.89,0.96,3.8851
0.71,0.21,2.57585
0.91,0.82,3.94575
0.08,0.13,1.60865
0.74,0.79,3.4633
0.64,0.1,2.8194
0.81,0.69,3.48665
0.3,0.21,2.326
0.81,0.93,3.65495
0.87,0.51,2.5261
0.28,0.7,2.0239
0.54,0.06,2.88555
0.5,0.69,2.73105
0.56,0.62,2.91825
0.55,0.56,2.86975
0.81,0.63,3.35425
0.04,0.37,1.22305
0.58,0.73,2.9805
0.79,0.11,2.8365
0.03,0.41,1.1631
0.42,0.5,2.5129
0.44,0.5,2.5763
0.92,0.22,2.61665
0.84,0.25,2.5282
0.16,0.89,1.56745
0.54,0.89,2.81795
0.97,0.18,2.7205
0.81,0.58,2.79915
0.26,0.37,2.0429
0.78,0.13,2.785
0.0,0.42,1.0304
0.11,0.23,1.6322
0.93,0.83,4.03225
0.21,0.9,1.74665
0.34,0.81,2.18715
0.98,0.6,2.48865
0.81,0.06,2.9537
0.85,0.92,3.7918
0.76,0.98,3.5008
0.91,0.84,3.9734
0.17,0.64,1.6533
0.18,0.94,1.63745
0.04,0.38,1.2251
0.53,0.75,2.8286
0.76,0.48,2.526
0.41,0.08,2.79885
0.65,0.73,3.1879
0.75,0.77,3.4794
0.13,0.92,1.4709
0.94,0.84,4.0549
0.1,0.69,1.39395
0.28,0.07,2.7683
0.8,0.96,3.6082
0.31,0.68,2.12105
0.73,0.68,3.3746
0.88,0.3,2.4426
0.39,0.5,2.43485
0.23,0.0,2.97485
0.62,0.9,3.067
0.25,0.8,1.9002
0.95,0.04,3.0342
0.6,0.34,2.45805
0.11,0.6,1.43985
0.64,0.14,2.7367
0.81,0.11,2.83555
0.85,0.81,3.74705
0.94,0.11,2.8703
0.02,0.6,1.0985
0.07,0.75,1.28095
0.93,0.82,3.89525
0.42,0.92,2.44535
0.38,0.42,2.41075
0.05,0.73,1.2063
0.26,0.23,2.2188
0.65,0.37,2.51885
0.78,0.65,3.24875
0.35,0.84,2.2119
0.87,0.68,3.35975
0.7,0.38,2.39805
0.61,0.63,3.0442
0.57,0.25,2.4818
0.2,0.66,1.7496
0.72,0.04,2.98015
0.83,0.2,2.626
0.76,0.84,3.51585
0.87,0.11,2.85265
0.4,0.93,2.3637
0.44,0.16,2.60495
0.76,0.45,2.42425
0.54,0.72,2.86835
0.17,0.51,1.6535
0.26,0.68,1.9659
0.0,0.71,1.0028
0.76,0.46,2.5434
0.63,0.06,2.9121
0.91,0.14,2.8039
0.7,0.78,3.32785
0.09,0.64,1.37905
0.12,0.35,1.5365
0.57,0.78,2.92385
0.32,0.82,2.12935
0.36,0.28,2.37195
0.7,0.49,2.72235
0.57,0.36,2.50655
0.66,0.3,2.4404
0.46,0.82,2.5724
0.39,0.01,2.97915
0.09,0.3,1.4656
0.56,0.69,2.92185
0.31,0.14,2.5481
0.28,0.05,2.82335
0.61,0.34,2.5796
0.08,0.96,1.2893
0.39,0.77,2.3527
0.34,0.6,2.24235
0.01,0.69,1.0473
0.49,0.48,2.6623
0.94,0.26,2.53475
0.54,0.54,2.7684
0.38,0.48,2.3876
0.67,0.73,3.25005
0.42,0.85,2.46155
0.79,0.51,2.742
0.62,0.4,2.5312
0.41,0.99,2.389
0.71,0.59,3.07195
0.66,0.8,3.22885
0.51,0.83,2.74885
0.39,0.52,2.41785
0.17,0.77,1.65405
0.56,0.46,2.68485
0.14,0.39,1.6237
0.18,0.9,1.6506
0.22,0.19,2.18675
0.51,0.34,2.5524
0.15,0.22,1.79775
0.92,0.02,3.07405
0.53,0.32,2.4717
0.52,0.25,2.4932
0.68,0.34,2.3883
0.06,0.13,1.604
0.38,0.09,2.76445
0.28,0.86,1.9977
0.22,0.32,1.93935
0.85,0.22,2.5982
0.19,0.77,1.69295
1.0,0.7,3.05475
0.26,0.64,1.95305
0.06,0.8,1.229
0.85,0.74,3.6607
0.82,0.37,2.33945
0.11,0.52,1.45195
0.84,0.64,3.25875
0.87,0.98,3.8271
0.25,0.61,1.9533
0.95,0.55,2.4804
0.37,0.02,2.96055
0.63,0.46,2.6443
0.57,0.4,2.6
0.54,0.01,3.0142
0.73,0.05,2.9687
0.95,0.98,4.0716
0.04,0.79,1.14955
0.31,0.3,2.23205
0.04,0.39,1.20345
0.06,0.23,1.38915
0.42,0.8,2.4543
0.28,0.4,2.10825
0.81,0.81,3.66845
0.46,0.87,2.57015
0.41,0.17,2.58005
0.31,0.15,2.5177
0.99,0.92,4.2052
0.82,0.23,2.56825
0.58,0.85,2.94395
0.5,0.35,2.5083
0.77,0.35,2.29975
0.7,0.86,3.3099
0.99,0.52,2.05105
0.22,0.54,1.85805
0.75,0.79,3.456
0.44,0.84,2.5016
0.22,0.14,2.31725
0.39,0.26,2.428
0.12,0.28,1.58885
0.32,0.58,2.19715
0.91,0.43,2.22645
0.08,0.83,1.29105
0.67,0.71,3.2543
0.99,0.35,2.3589
0.99,0.6,2.41335
0.64,0.98,3.1009
0.12,0.37,1.54805
0.81,0.89,3.65895
0.55,0.45,2.70935
0.53,0.0,3.04835
0.09,0.9,1.32735
0.33,0.17,2.5161
0.38,0.79,2.33135
0.37,0.74,2.3049
0.73,0.89,3.3916
0.19,0.0,2.9663
0.79,0.52,2.72695
0.29,0.93,1.9986
0.4,0.4,2.4102
0.22,0.97,1.77385
0.28,0.63,2.0385
0.33,0.99,2.1277
0.44,0.92,2.51035
0.15,0.66,1.56975
0.86,0.21,2.62385
0.14,0.04,2.7359
0.51,0.74,2.762
0.17,0.55,1.66245
0.44,0.07,2.84855
0.29,0.45,2.1129
0.35,0.65,2.2686
0.09,0.23,1.5547
0.05,0.85,1.18925
0.97,0.9,4.15295
0.38,0.78,2.3355
0.0,0.63,1.01075
0.27,0.75,1.95825
0.13,0.32,1.61425
0.34,0.78,2.20935
0.48,0.38,2.5611
0.71,1.0,3.3309
0.72,0.47,2.6341
0.32,0.08,2.76665
0.74,0.47,2.56965
0.94,0.57,2.6172
0.72,0.07,2.9171
0.19,0.02,2.90595
0.16,0.09,2.39955
0.32,0.73,2.1527
0.66,0.67,3.12495
0.64,0.79,3.1372
0.71,0.23,2.5731
0.42,0.26,2.44115
0.16,0.17,1.9871
0.38,0.37,2.38345
0.27,0.89,1.95925
0.21,0.06,2.7196
0.2,0.61,1.76235
0.21,0.07,2.6931
0.91,0.59,2.7368
0.75,0.1,2.8504
0.89,0.33,2.38475
0.35,0.93,2.20735
0.64,0.09,2.83945
0.52,0.74,2.8021
0.17,0.46,1.69525
0.93,0.35,2.32055
0.1,0.22,1.59865
0.48,0.74,2.65715
0.15,0.15,1.9899
0.64,0.35,2.4051
0.41,0.79,2.44035
0.91,0.0,3.1243
0.39,0.47,2.4364
0.45,0.68,2.5701
0.78,0.47,2.5995
0.8,0.82,3.61445
0.76,0.71,3.40685
0.48,0.84,2.63995
0.43,0.35,2.4693
0.91,0.11,2.8588
0.95,0.56,2.4501
0.12,0.19,1.7689
0.82,0.09,2.8877
0.27,0.09,2.6856
0.4,0.59,2.42155
0.94,0.36,2.3572
0.73,0.94,3.4141
0.39,0.22,2.47595
0.53,0.59,2.81025
0.72,0.19,2.6206
0.44,0.39,2.4653
0.27,0.25,2.19745
0.64,0.99,3.12865
0.14,0.21,1.85185
0.51,0.63,2.73585
0.58,0.36,2.5484
0.4,0.63,2.42365
0.9,0.85,3.9388
0.55,0.67,2.89575
0.13,0.49,1.5568
0.55,0.46,2.7357
0.41,0.97,2.3949
0.01,0.47,1.06445
0.36,0.45,2.3298
0.25,0.21,2.20065
0.65,0.64,3.14725
0.03,0.23,1.23365
0.39,0.64,2.41135
0.76,0.15,2.74075
0.9,0.62,2.9663
0.45,0.51,2.59925
0.05,0.03,2.5393
0.57,0.22,2.5491
0.9,0.24,2.5593
0.65,0.27,2.4744
0.59,0.42,2.63495
0.36,0.22,2.43815
0.0,0.95,0.9963
0.39,0.13,2.65005
0.62,0.52,2.93945
0.4,0.39,2.4114
0.69,0.34,2.45455
0.39,0.08,2.7969
0.69,0.1,2.8235
0.72,0.12,2.78585
0.82,0.0,3.1054
